egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-B1-159,Guideword: FORM: INFINITIVE. CanDo: Can use 'have to' as an infinitive form.,SuperCategory: MODALITY. SubCategory: have (got) to,B1,情态动词短语：have to 的不定式用法,I am going to have to buy new curtains.、I'm sorry to have to change the time of our meeting next Tuesday.、I'd hate to have to choose between family and friends.,be going to have to、sorry to have to、hate to have to,,,"have to,不定式,情态动词,必要性,未来计划",
GG-B1-160,Guideword: FORM: WITH ADVERBS. CanDo: Can use 'may' with a limited range of adverbs (most commonly 'also') in the normal mid-position after the modal verb. ► adverbs,SuperCategory: MODALITY. SubCategory: may,B1,情态动词may与副词搭配：may also的用法,I may also ask you for another favour....、Why don't you try going to the gym before work? It may also help you release stress?,may also、may also ask、may also help、may also need,,,"情态动词,副词位置,may also,可能性表达,补充说明",
GG-B1-161,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: MODALITY. SubCategory: may,B1,情态动词may的否定形式：may not,I knew I may not meet him again.、I realise that may not be the best way of resolving your problem.、They may not even have internet in the countryside!,may not be、may not have、may not even,,,"情态动词,否定形式,may not,可能性,禁止",
GG-B1-162,Guideword: FORM: QUESTIONS. CanDo: Can use the question form with 'I'.,SuperCategory: MODALITY. SubCategory: may,B1,情态动词may的疑问句形式：May I...? 用于礼貌请求,May I give you a short presentation on 17th December?、May I ask you about my accommodation?、May I ask you if our company will receive the usual 10% discount?,may i ask、may i have、may i know、may i suggest、may i use,,,"情态动词,疑问句,礼貌请求,正式场合,征求许可",
GG-B1-163,Guideword: USE: PERMISSION. CanDo: Can use 'may I' to ask for permission.,SuperCategory: MODALITY. SubCategory: may,B1,情态动词may：请求许可的用法,May I be your guide while you stay here?、May I borrow your bike?,may i、ask for permission、formal request、polite question,,,"情态动词,请求许可,正式用语,礼貌表达,疑问句型",
GG-B1-164,Guideword: USE: SUGGESTIONS. CanDo: Can use 'might' to make polite suggestions and give advice.,SuperCategory: MODALITY. SubCategory: might,B1,情态动词might：礼貌建议与劝告,"The park is a great place for picnic. It has lots of trees, a beautiful view and fresh air. You might need to bring some food and drink.、I really don't know what you should do, but I think that you might talk with your parents.",might want to、might consider、might try、might need to,,,"情态动词,礼貌建议,委婉语气,动词原形,might not",
GG-B1-165,Guideword: USE: POSSIBILITY IN THE PAST. CanDo: Can use 'might have' + '-ed' to talk about possibility with a past reference.,SuperCategory: MODALITY. SubCategory: might,B1,情态动词might的过去可能性表达：might have + 过去分词,Many things might have led to these changes.、I thought that a burglar might have broken into our house.,might have been、might have done、might have gone、might have seen,,,"情态动词,过去可能性,might have,过去分词,推测语气",
GG-B1-166,Guideword: FORM: PAST AFFIRMATIVE. CanDo: Can use 'might have' + '-ed'.,SuperCategory: MODALITY. SubCategory: might,B1,情态动词might的过去肯定式：might have + 过去分词,"[talking about an unusual sound] It might have been our neighbours' cat.、They might have been right, but I don't agree with them.、He might have seen us.、In years past, you might have gone straight from school to your family's farm or joined your parents in the factory they worked in.",might have been、might have seen、might have gone、might have done,,,"情态动词,过去推测,可能性,might have,过去分词",
GG-B1-167,Guideword: USE: REPORTED SPEECH. CanDo: Can use 'might' as the past form of 'may' in indirect reports.,SuperCategory: MODALITY. SubCategory: might,B1,间接引语中的情态动词：might作为may的过去式,… my parents said it might be the last holiday where we are all together.、[talking about a lottery ticket] Lisa thought it might be a lucky one so she showed it to her Dad.,said that、thought that、believed that、told someone that,,,"间接引语,转述语,might,may,时态一致",
GG-B1-168,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: MODALITY. SubCategory: might,B1,情态动词might的否定形式：might not和mightn't,"I like to wear a shirt and pants. It might not be very fashionable, it might look simple, but that's the way I like it.、I think that people watch too much TV these days and in a way this mightn't be such a good thing.",might not、mightn't、not be、not have,,,"情态动词,否定形式,可能性,不确定语气,委婉表达",
GG-B1-169,"Guideword: USE: FOCUS. CanDo: Can use 'might' in phrases, such as 'as you might know', 'have already heard', to focus the reader on shared knowledge.",SuperCategory: MODALITY. SubCategory: might,B1,情态动词might在引导共享知识短语中的用法：如as you might know,"As you might know, nobody came here until Wednesday afternoon.、As you might know, I've been very busy recently taking my exams.、As you might have noticed, I broke your beautiful vase which was in the hall.、As you might have already heard, there is a delay with the setting of the new computer system.",as you might know、as you might have noticed、as you might have heard,,,"情态动词,might,共享知识,短语引导,委婉语气",
GG-B1-170,Guideword: USE: INVITATIONS. CanDo: Can use 'must' to make invitations.,SuperCategory: MODALITY. SubCategory: must,B1,情态动词must的邀请用法,You must come and stay in our house too.、You must come and see this restaurant!,must come、must see、must try、must visit,,,"情态动词,邀请表达,非正式语气,must用法,友好邀请",
GG-B1-171,Guideword: FORM: WITH ADVERBS. CanDo: Can use 'must' with a limited range of adverbs (most commonly 'also') in the normal mid position after the modal verb. ► adverbs,SuperCategory: MODALITY. SubCategory: must,B1,情态动词must与副词搭配：must also/always等用法,I must also do the FCE practice test because I will have the FCE test soon.、… first you must always watch what you eat …,must also、must always、must sometimes,,,"情态动词must,副词also,中间位置,必要性表达,词序规则",
GG-B1-172,Guideword: FORM: ELLIPSIS. CanDo: Can use ellipted 'must' without a subject. ► ellipsis,SuperCategory: MODALITY. SubCategory: must,B1,省略主语的must用法：口语和书信中的简洁表达,[at the end of a letter] Must go now.、Must be really difficult for you.,must go、must be、must feel、must remember,,,"省略主语,非正式表达,must省略,书信用语,口语推测",
GG-B1-173,Guideword: FORM: ELLIPSIS. CanDo: Can use 'must' with the following verb ellipted where the previous main verb is understood.    ► ellipsis,SuperCategory: MODALITY. SubCategory: must,B1,情态动词must的省略用法：省略后续动词,"You must! It's amazing!、To sum it up, right now, I take care of her because I must!",must、because i must、you must,,,"情态动词,省略,语境依赖,must,动词省略",
GG-B1-174,"Guideword: USE: DEDUCTIONS AND CONCLUSIONS. CanDo: Can use 'must' to guess and deduce, most commonly with 'it must be', or 'you must be'.",SuperCategory: MODALITY. SubCategory: must,B1,情态动词must：表示推测与结论的用法,"Second, it must be boring for you to sit at a computer all day.、[talking about moving to another town] You must be so nervous.",it must be、you must be、there must be、must have,,,"情态动词,推测用法,逻辑结论,must be,合理猜测",
GG-B1-175,Guideword: USE: OBLIGATION AND NECESSITY. CanDo: Can use 'must' (with a wide range of pronouns and nouns) to talk about obligation and necessity.,SuperCategory: MODALITY. SubCategory: must,B1,情态动词must：表示义务与必要性,[talking about something the speaker has found] She took it and said we must go and find him.、Your parents must learn to let you live your own life …,must be、must have、must go、must see,,,"情态动词,义务,必要性,must not,动词原形",
GG-B1-176,"Guideword: USE: SUGGESTIONS. CanDo: Can use 'must' to make strong, encouraging suggestions.",SuperCategory: MODALITY. SubCategory: must,B1,情态动词must：表达强烈建议的用法,"This club has been opened for just two weeks. I mean we must see it.、[talking about a day out] We must do that again, don't you think?!、Rome is really fantastic and you must go there!",must see、must try、must visit、must do,,,"情态动词,强烈建议,非正式语气,热情推荐,动词原形",
GG-B1-177,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: MODALITY. SubCategory: ought,B1,情态动词ought的肯定形式：ought to,"I think you ought to go on holiday with both of them.、Oh, I'm sorry, my mum's calling and I ought to go.",ought to、think ought to、believe ought to,,,"情态动词,ought to,肯定形式,应该,义务",
GG-B1-178,Guideword: USE: ADVICE. CanDo: Can use 'ought to' with 'you' to give advice.,SuperCategory: MODALITY. SubCategory: ought,B1,情态动词ought to：用'you ought to'给出建议,"Then, if you'd rather go with your friend, you ought to talk to your parents first, and tell them what you think about it.、I think that you ought to play tennis or football at the weekend.",ought to、you ought to、ought not to,,,"情态动词,ought to,建议表达,动词原形,正式语气",
GG-B1-179,"Guideword: USE: PLANS AND INTENTIONS. CanDo: Can use 'shall' to talk about plans and intentions, particularly in formal contexts.",SuperCategory: MODALITY. SubCategory: shall,B1,情态动词shall：表达计划与意图的正式用法,I promise that I shall cover all the work and give it to you tomorrow.、Remember that we shall meet inside the bar.、I apologise for having to miss tomorrow's English class as my cousin's wedding will be taking place ... I shall be attending class the day after tomorrow.,shall、promise that、remember that、formal contexts,,,"情态动词,正式语境,计划与意图,承诺,shall结构",
GG-B1-180,Guideword: USE: SEEKING ADVICE. CanDo: Can use 'shall' to seek advice.,SuperCategory: MODALITY. SubCategory: shall,B1,情态动词shall：用于寻求建议,What shall I buy for her wedding?、[a student writing to a teacher] I am really sorry but I have to travel to Argentina for health reasons. What shall I do with next week's work?,what shall、how shall、where shall,,,"情态动词,shall,寻求建议,疑问句,第一人称",
GG-B1-181,Guideword: FORM: PAST NEGATIVE. CanDo: Can use 'should have' + '-ed'.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should的过去否定式：shouldn't have + 过去分词,I have an appointment. I know I shouldn't have taken it during school time but I had no other choice.,shouldn't have、should have、past participle,,,"情态动词,过去否定式,shouldn't have,过去分词,后悔表达",
GG-B1-182,Guideword: FORM: PAST AFFIRMATIVE. CanDo: Can use 'should' have + '-ed'.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should的过去肯定式：should have + 过去分词,You should have been with us.、I knew I should have written before.,should have、shouldn't have、should have been、should have done,,,"情态动词,过去肯定式,should have,过去分词,遗憾表达",
GG-B1-183,Guideword: FORM/USE: QUESTION TAGS. CanDo: Can use the question tag form 'shouldn't' + pronoun to make suggestions and ask for opinions.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should的反意疑问句：用于提出建议和征求意见,"When you come back, we should rent some movies, shouldn't we?、I think I should write about the history of our company, shouldn't I?",should rent、should write、should go、should take,,,"情态动词,反意疑问句,shouldn't,提出建议,征求意见",
GG-B1-184,Guideword: USE: LIKELIHOOD. CanDo: Can use 'should' to talk about what is likely to happen.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should：表示可能性推测,"[talking about an event] It should be a good day!、…the weather is still warm, so we should be able to visit the beaches and go sightseeing in the evenings.",should be、should have、should be able to、shouldn't,,,"情态动词,可能性推测,should be able to,逻辑推断,委婉语气",
GG-B1-185,Guideword: USE: IDEAL OR DESIRED SITUATIONS. CanDo: Can use 'should' to talk about ideal or desired situations.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should：表达理想或期望的情况,"British people should eat more vegetables and fruit and avoid fast food!、I think everyone should learn to cook, you never know when you need to cook.",think should、probably should、really should、should be able to,,,"情态动词,建议语气,理想状态,主观看法,非强制性",
GG-B1-186,Guideword: USE: THANKING. CanDo: Can use 'you shouldn’t have' (+ '-ed') in polite acceptance of a gift.,SuperCategory: MODALITY. SubCategory: should,B1,礼貌接受礼物用语：you shouldn't have (+ -ed),"Thank you for the present you sent me, you shouldn't have!、Thank you for the money, you shouldn't have sent it. (Uruguay; B1 THRESHOLD; 2003; Spanish - Latin American; Pass",you shouldn't have、thank you、present、gift、sent,,,"礼貌表达,接受礼物,you shouldn't have,过去分词,社交用语",
GG-B1-187,Guideword: USE: NARRATIVE DEVICE. CanDo: Can use 'you should have' + '-ed' to emphasise points in a story.,SuperCategory: MODALITY. SubCategory: should,B1,叙事强调结构：you should have + 过去分词,"You should have heard the noise.、You should have seen my face, I was so happy.",should have heard、should have seen、should have felt,,,"should have,过去分词,叙事强调,感官动词,情感表达",
GG-B1-188,Guideword: USE: REGRET. CanDo: Can use 'should have' + '-ed' to talk about regrets or undesirable situations in the past.,SuperCategory: MODALITY. SubCategory: should,B1,情态动词should的过去式用法：表达遗憾与后悔,"You should have been there with me, I had a great time.、I opened the envelope and read the letter. He had written that he was sorry and that he should not have done it.",should have、shouldn't have、should not have,,,"should have,过去分词,遗憾表达,后悔语气,过去评价",
GG-B1-189,Guideword: USE: NO LONGER TRUE. CanDo: Can use 'used to' to talk about repeated actions or states in the past that are no longer true.,SuperCategory: MODALITY. SubCategory: used to,B1,过去习惯表达：used to（表示过去经常做某事，现在不再如此）,"When I was I child, I used to go to a small school and I enjoyed it very much.、…and she used to come to my house and play computer games with me.、I didn't use to laugh much but since the day we met, I'm always happy.",used to、use to、didn't use to、did you use to,,,"used to,过去习惯,状态变化,否定形式,对比表达",
GG-B1-190,Guideword: FORM: AFFIRMATIVE|. CanDo: Can use the affirmative form.,SuperCategory: MODALITY. SubCategory: used to,B1,情态动词：used to 的肯定形式,"I used to share my room with my brother.、When I was a little girl, we used to be together all the time.",used to、used to be、used to have,,,"used to,过去习惯,情态动词,肯定形式,动词原形",
GG-B1-191,Guideword: FORM: NEGATIVE. CanDo: Can use the negative forms 'didn't use to' and 'didn't used to'.,SuperCategory: MODALITY. SubCategory: used to,B1,情态动词used to的否定形式：didn't use to和didn't used to,"We didn't use to talk to each other.、But this year I've met lots of new people that I didn't used to talk to, like Monica and Nina.",didn't use to、didn't used to、used to,,,"used to,否定形式,过去习惯,didn't use to,didn't used to",
GG-B1-192,"Guideword: USE: FIXED PLANS. CanDo: Can use 'will' to talk about fixed plans in the future, often with timetabled times or dates.",SuperCategory: MODALITY. SubCategory: will,B1,情态动词will：表达固定未来计划,"Mr Miller, the Sales Director, will visit us next Thursday.、I'm sorry, but I won't be able to attend your class tomorrow ….",next week、tomorrow、on monday、at 3 pm,,,"will,固定计划,未来时,时间状语,情态动词",
GG-B1-193,Guideword: USE: PREDICTIONS. CanDo: Can use 'will' to make predictions.► question tags,SuperCategory: MODALITY. SubCategory: will,B1,情态动词will：用于预测未来事件,"I think that in 20 years' time it will be bigger than it is, because my town is growing very fast.、All your life, you'll be able to look at your parents, but as soon as you finish your school, it'll be harder to meet your old friends.、But you're right, without much sport practice you'll soon put on weight, won't you?",i think、probably、in ...'s time、soon,,,"情态动词,未来预测,will,反意疑问句,时间状语",
GG-B1-194,Guideword: FORM: PAST NEGATIVE. CanDo: Can use 'would not have' + '-ed' or 'wouldn’t have' + '-ed',SuperCategory: MODALITY. SubCategory: would,B1,虚拟条件句过去否定式：would not have + 过去分词,"Without your help, I wouldn't have got this result.、Had it not been for that day, she would not have met George.",would not have、wouldn't have、if it hadn't been for、without,,,"虚拟语气,过去完成时,条件句,would not have,wouldn't have",
GG-B1-195,Guideword: FORM: PAST AFFIRMATIVE. CanDo: Can use 'would have' + '-ed'.,SuperCategory: MODALITY. SubCategory: would,B1,情态动词would的过去肯定式：would have + 过去分词,I did not think my friend Janis would have done that.、That answer would have changed my life.,would have、wouldn't have、would've、would have been,,,"would have,过去分词,假设语气,未实现愿望,过去推测",
GG-B1-196,"Guideword: FORM/USE: AFTER 'IF' CLAUSES. CanDo: Can use 'would' in the main clause of a conditional sentence to talk about an imagined situation, often in the context of advice or opinion-giving.",SuperCategory: MODALITY. SubCategory: would,B1,条件句中的would：在if从句后表达想象情境与建议,"It's your decision but if I had the chance, I would go with my friends.、If you decided to go to the country school, you'd probably have more attention as a student.、If I were you, I would not watch TV all the time.、If I were able to move, I wouldn't move because I think this street is perfect.",if i were you、if i had、if you decided,,,"条件句,would,if从句,非真实条件,建议表达",
GG-B1-197,Guideword: USE: FUTURE IN THE PAST. CanDo: Can use 'would' to talk about the future in the past.,SuperCategory: MODALITY. SubCategory: would,B1,情态动词would：过去视角中的未来表达,"I've just bought a new dress, and a beautiful black T-shirt. When I saw them, I thought they would be great for tonight's party.、… we thought that the film would be horrible because of the title but when the film started, the story was beautiful and Mauricio and I liked it a lot.、And she asked me if I would play the game with her against her cousin and her friend on Saturday.",thought that、said that、asked if、promised that,,,"would,过去将来时,间接引语,情态动词,预测表达",
GG-B1-198,"Guideword: FORM: WITH ADVERBS. CanDo: Can use an limited range of adverbs with 'would', including 'really', 'probably', 'certainly', 'definitely'.► adverbs",SuperCategory: MODALITY. SubCategory: would,B1,"情态动词would与副词搭配：really, probably, certainly, definitely","I hope you will come soon, and I think that you would really enjoy it because is something different of what you are used to.、More over in my opinion it would probably be the best idea to choose the biggest school ...、I would definitely choose to live by the sea side!",would really、would probably、would certainly、would definitely,,,"情态动词,would,副词,really,probably,certainly,definitely,假设语气,可能性",
GG-B1-199,Guideword: FORM: QUESTIONS. CanDo: Can use question forms.,SuperCategory: MODALITY. SubCategory: would,B1,情态动词would的疑问句用法,"Would you let me know what you think?、Would you please do me a favour? Could you go and collect the clothes for me?、Think of the fun you will have with your friends, the whole day hanging around, playing sports, eating ice cream. Wouldn't that be wonderful?、I think it would be fantastic, wouldn't it?",would you、wouldn't it、would you like、would you mind,,,"would,疑问句,情态动词,礼貌请求,假设提问",
GG-B1-200,"Guideword: USE: POLITE REQUESTS. CanDo: Can use 'would' to make polite requests, often in the fixed expression 'would you mind'.",SuperCategory: MODALITY. SubCategory: would,B1,情态动词would：礼貌请求的用法,"Would you tell me about your room in your next letter, please?、Would it be possible for you to meet me later that day, around 7?、I had forgotten I have an appointment with my dentist at that time, so, would you mind if we met at 5 o'clock instead of meeting at 4 o'clock?、We are supposed to have a barbecue for lunch, would you mind bringing a salad?",would you mind、would it be possible、would you,,,"would,礼貌请求,would you mind,情态动词,固定表达",
GG-B1-201,"Guideword: USE: INDIRECTNESS. CanDo: Can use 'would' with verbs such as 'advise', 'imagine', 'recommend', 'say' to be less direct.",SuperCategory: MODALITY. SubCategory: would,B1,情态动词would的间接表达用法：与advise、imagine、recommend、say等动词搭配,"I'd advise you to go with your friends because I bet you'll have so much fun!、If you want my opinion, I'd recommend the countryside because I think that the city in my country is very noisy.、Finally, I'd say that you should talk with your parents and your friends to decide.、If you have decided to move, I would say that it is better for you to choose the large school in the centre of the town.",would advise、would recommend、would say、would imagine,,,"情态动词,would,间接表达,建议动词,礼貌语气",
GG-B1-202,Guideword: USE: IMAGINED SITUATIONS IN THE PAST. CanDo: Can use 'would' to talk about imagined situations in the past. ► conditionals,SuperCategory: MODALITY. SubCategory: would,B1,情态动词would：谈论过去想象中的情境,"The next week I would have flown to Miami to meet George Clooney.、If I were in your shoes I would have chosen the school which is in the centre of town…、If you hadn't helped me, I wouldn't have known how to do that homework project.、If I had gone with uncomfortable shoes, I wouldn't have danced all the time.",if i had、would have、wouldn't have、in your shoes,,,"would,虚拟条件句,过去完成时,假设情境,would have done",
GG-B1-203,Guideword: USE: REPORTED SPEECH. CanDo: Can use 'would' as the past form of 'will' in reported clauses.,SuperCategory: MODALITY. SubCategory: would,B1,间接引语中的would：作为will的过去式用法,She accepted the invitation and she said that she would come on the 21st of June.、I felt better when he said that he would be in Fenerbahce.、He told me I would like it and he was right!,said that、told me that、thought that、explained that,,,"间接引语,reported speech,时态一致,will的过去式,转述动词",
GG-B1-204,Guideword: USE: WILLINGNESS IN THE PAST. CanDo: Can use the negative forms of 'would' to talk about willingness in the past.,SuperCategory: MODALITY. SubCategory: would,B1,情态动词would的否定式：表示过去的不愿意,We had to leave without you because the bus driver wouldn't wait.、[talking about a guitar] It was all that I wanted in life but my parents would not allow me to buy it.,would not wait、would not allow、would not listen、would not help,,,"would not,wouldn't,过去不愿意,拒绝,主观意愿,情态动词否定式",
GG-B1-205,"Guideword: FORM/USE: EMPHASIS. CanDo: Can use an increasing range of adverbs, for emphasis.",SuperCategory: MODALITY. SubCategory: adverbs,B1,"副词强调用法：certainly, obviously, definitely等","If I were you I'd certainly choose not to go with your parents.、I will certainly ring you on Friday.、Well, with the job you’ve got, you obviously can't keep fit.、For these reasons, I definitely recommend staying in a city.",certainly、obviously、definitely、absolutely,,,"副词强调,certainly,obviously,definitely,语气加强",
GG-B1-206,"Guideword: FORM/USE: MODAL VERB + MODAL ADVERB, HEDGING OR EMPHASIS. CanDo: Can use modal verb + modal adverb to modify an assertion, either through hedging or emphasis.",SuperCategory: MODALITY. SubCategory: adverbs,B1,情态动词+情态副词：弱化或强调断言,"Next year you can surely go somewhere with your friends.、You should probably bring sun block, because it's going be hot, and some food of course.、In my opinion if you decided to go to a large school in the centre of town, you would certainly meet a lot of cool people and you'd probably find it great.",can surely、should probably、would certainly,,,"情态动词,情态副词,弱化,强调,断言修饰",
GG-B1-207,"Guideword: FORM/USE, 'POSSIBLY', POLITENESS. CanDo: Can use 'could' + subject + 'possibly' to make requests more polite.",SuperCategory: MODALITY. SubCategory: adverbs,B1,礼貌请求句型：Could + 主语 + possibly + 动词原形,Could I possibly see you at 3.30?、Could you possibly recommend what action should be taken?,could i possibly、could you possibly,,,"could,possibly,礼貌请求,情态动词,副词",
GG-B1-208,Guideword: USE: ABILITY. CanDo: Can use the affirmative form of 'could' to talk about ability.,SuperCategory: MODALITY. SubCategory: could,B1,情态动词could：表示过去能力的肯定用法,"… she could hear a man talking, he was giving her orders…",could hear、could see、could speak、could run,,,"情态动词,过去能力,肯定形式,动词原形,感官动词",
GG-B1-209,Guideword: USE: PERMISSION. CanDo: Can use 'could I' to seek permission.,SuperCategory: MODALITY. SubCategory: could,B1,情态动词could：礼貌请求许可的用法,"I am in the basketball team of my school and tomorrow there is an important game. Could I take the class that I will miss on Saturday?、…my mother went to the shop and bought the game. She said: ""David, I have got something for you"" … I said, “Could I play with it now, please?”",could i、could i please、could i have,,,"情态动词,could,请求许可,礼貌用语,疑问句",
GG-B1-210,Guideword: USE: POSSIBILITY. CanDo: Can use 'could' to talk about possibility.,SuperCategory: MODALITY. SubCategory: could,B1,情态动词could：表示可能性,"But believe me, it could be really fun to have a talkative person as your friend, he or she will give you good laugh at anytime!、Could this really happen? Could he really be there, in that dark café …?",could be、could happen、could there、could really,,,"情态动词,可能性,推测,could be,不确定",
GG-B1-211,Guideword: USE: SUGGESTIONS. CanDo: Can use 'could' with an increasing range of verbs to make suggestions.,SuperCategory: MODALITY. SubCategory: could,B1,情态动词could：用于提出建议,…you could become a member of a gym.、We could meet in the nice cafe next to your house and have a coffee.、I'm afraid that I need to change the time of our meeting. Could it be at 5.30 pm?,could try、could meet、could be、could have,,,"情态动词,建议,委婉语气,动词原形,礼貌表达",
GG-B1-212,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with 'will' and 'shall'.,SuperCategory: FUTURE. SubCategory: future continuous,B1,将来进行时肯定式：will/shall be doing,"However, I shall be attending class the day after tomorrow and I shall cover the work I miss by copying it from John.、We will be waiting for you at the River's Café at 6.30.",will be、shall be、be doing,,,"将来进行时,肯定式,will,shall,动词-ing",
GG-B1-213,Guideword: FORM: NEGATIVE WITH 'WILL'. CanDo: Can use the negative form with 'will' ('won’t').,SuperCategory: FUTURE. SubCategory: future continuous,B1,将来进行时否定形式：won't be doing,I would like you to know that I won't be attending your English class next week.、I won't be coming because my family and I are going on a tour of London.,won't be、will not be、not be attending、not be coming,,,"将来进行时,否定形式,won't,动词-ing,时间状语",
GG-B1-214,Guideword: USE: 'BE GOING TO'. CanDo: Can use the simple past form of 'be' + 'going to' to talk about the future from a point in the past. ► 'be going to',SuperCategory: FUTURE. SubCategory: future in the past,B1,过去将来时：be going to的过去形式,"She was going to return it but she saw something very strange, her number was on the screen.、She didn't know what was going to happen.、We were going to meet two days later in the square next to the centre.",was going to、were going to、going to happen,,,"过去将来时,be going to,was/were going to,过去计划,未实现意图",
GG-B1-215,Guideword: USE: 'WOULD'. CanDo: Can use 'would' to talk about the future from a point in the past.► 'would',SuperCategory: FUTURE. SubCategory: future in the past,B1,过去视角谈未来：使用 'would' 表达过去对未来的预测,"I've just bought a new dress, and a beautiful black T-shirt. When I saw them, I thought they would be great for tonight's party.、… we thought that the film would be horrible because of the title but when the film started, the story was beautiful and Mauricio and I liked it a lot.、As I saw the advert, I knew it would be a lovely birthday present.",thought that、knew that、said that、believed that,,,"would,过去视角,未来预测,间接引语,时间转换",
GG-B1-216,Guideword: USE:IMMEDIATE PLANS WITH 'SHALL'. CanDo: Can use 'shall' with 'I' and 'we' to talk about plans and intentions.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),B1,将来时简单式：用shall表达立即计划（I/we主语）,"I promise that I shall cover all the work and give it to you tomorrow.、After that, I shall go to the beach.、We shall have a meeting regarding this next week.",i shall、we shall、shall we,,,"shall,将来时,立即计划,I/we主语,动词原形",
GG-B1-217,Guideword: USE: PREDICTIONS WITH 'WILL'. CanDo: Can use 'will' and '‘ll' to make predictions.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),B1,一般将来时预测用法：will和'll的预测表达,"It will be hotter because of global warming.、But, if you go on holiday with your parents, there are some advantages too: you will not have money problems and your parents will not worry about you too much!、I won't live here in the future, because in March I'm moving to Lima, to study at the university.",i think、probably、in the future、it will be,,,"will预测,'ll缩写,一般将来时,未来预测,won't否定",
GG-B1-218,"Guideword: USE: FIXED PLANS WITH 'WILL'. CanDo: Can use 'will' to talk about fixed plans, often with timetabled times and dates.",SuperCategory: FUTURE. SubCategory: future simple (with will and shall),B1,将来时简单式：用will表达固定计划,The work will start at 8 a.m. and finish at 2 p.m. The new schedule starts on 1 June.、I won't be able to get there at the time we agreed.,will start、will finish、won't be able、at the time,,,"将来时简单式,will,固定计划,时间状语,动词原形",
GG-B1-219,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: FUTURE. SubCategory: future with be going to,B1,将来时否定形式：be going to 的否定句,I am not going to go to school tomorrow.、Also you can do whatever you want because there is not going to be an adult there to stop you.,be not going to、not going to be、going to,,,"否定形式,be going to,将来时,动词原形,时间状语",
GG-B1-220,Guideword: FORM: PAST. CanDo: Can use the past form of 'be' + 'going to'. ► future in the past,SuperCategory: FUTURE. SubCategory: future with be going to,B1,过去将来时：be going to的过去形式,"When we realized it was going to be an extremely hot day, we took water.、We were going to meet at 11.30 am but instead we will meet now at 2.30 pm at the same place.",was going to、were going to、thought was going to、planned were going to,,,"过去将来时,be going to,was/were,动词原形,计划意图",
GG-B1-221,"Guideword: FORM: WITH ADVERBS. CanDo: Can use 'be' + 'going to' with a limited range of adverbs, after the auxiliary be form, in the normal mid position.",SuperCategory: FUTURE. SubCategory: future with be going to,B1,将来时be going to与副词搭配：副词在be后的位置,"I know that I 'm never going to forget this moment.、Although we are really happy with your new and, maybe, better job, we are really going to miss you.",be really going to、be never going to、be probably going to,,,"be going to,副词位置,将来时,情感强调,词序规则",
GG-B1-222,Guideword: USE: INTENTIONS. CanDo: Can use the negative form of 'be going to' to talk about plans and intentions.,SuperCategory: FUTURE. SubCategory: future with be going to,B1,将来时态：be going to的否定形式表达意图和计划,"I 'm not going to be able to meet you next Tuesday, because I have to go to the dentist at 5.30.、I'm sure I'm not going to live in Kutná Hora forever.",be not going to、not going to be able to、not going to live,,,"be going to,否定形式,意图,计划,未来时态",
GG-B1-223,Guideword: USE: FUTURE IN THE PAST. CanDo: Can use the past form of 'be going to' to refer to the future from a point in the past. ► future in the past,SuperCategory: FUTURE. SubCategory: future with be going to,B1,过去将来时：be going to的过去形式,She didn't know what was going to happen.、We were going to meet two days later in the square next to the centre.,was going to、were going to、didn't know what was going to happen,,,"过去将来时,future in the past,was going to,were going to,过去计划",
GG-B1-224,Guideword: USE: REPORTING. CanDo: Can use the past form of 'be going to' as the reported form.► reported speech,SuperCategory: FUTURE. SubCategory: future with be going to,B1,间接引语中的过去将来时：was/were going to,"Fortunately, he was told his boss was going to be a bit late, so he had some time to go back home.、I was very worried but at the end he called me and told me he and his family were fine and that he was going to arrive tomorrow.",said that、told me、thought that、was going to、were going to,,,"间接引语,转述引语,过去将来时,was going to,were going to,时态变化,转述动词",
GG-B1-225,Guideword: USE: PREDICTIONS. CanDo: Can use 'be going to' with an increasing range of verbs to make predictions.,SuperCategory: FUTURE. SubCategory: future with be going to,B1,将来时预测表达：be going to 表示预测,"I think you're going to like it.、And don't you think you are going to miss your parents?、I think I am going to enjoy that class.、I think that I am not going to sleep tonight because tomorrow is an exciting and interesting day.、As a matter of fact, apart from teenagers programmes and children's cartoons, there is not much to watch, and this is not going to teach you many things about life!",i think、be going to、not going to,,,"预测,将来时,be going to,动词原形,主观看法",
